filepath,relative_path,dataset,category,speaker,location,date,segment
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S6.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S6.wav,processed,,TQ,SW,08_04_2021,S6
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S7.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S7.wav,processed,,TQ,SW,08_04_2021,S7
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S8.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S8.wav,processed,,TQ,SW,08_04_2021,S8
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S9.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Soweto\TQ_SW_08_04_2021\TQ_SW_08_04_2021_S9.wav,processed,,TQ,SW,08_04_2021,S9
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S1.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S1.wav,processed,,NN,VAAL,07_05_2021,S1
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S10.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S10.wav,processed,,NN,VAAL,07_05_2021,S10
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S11.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S11.wav,processed,,NN,VAAL,07_05_2021,S11
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S12.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S12.wav,processed,,NN,VAAL,07_05_2021,S12
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S13.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S13.wav,processed,,NN,VAAL,07_05_2021,S13
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S14.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S14.wav,processed,,NN,VAAL,07_05_2021,S14
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S15.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S15.wav,processed,,NN,VAAL,07_05_2021,S15
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S16.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S16.wav,processed,,NN,VAAL,07_05_2021,S16
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S17.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S17.wav,processed,,NN,VAAL,07_05_2021,S17
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S18.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S18.wav,processed,,NN,VAAL,07_05_2021,S18
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S19.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S19.wav,processed,,NN,VAAL,07_05_2021,S19
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S2.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S2.wav,processed,,NN,VAAL,07_05_2021,S2
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S20.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S20.wav,processed,,NN,VAAL,07_05_2021,S20
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S21.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S21.wav,processed,,NN,VAAL,07_05_2021,S21
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S22.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S22.wav,processed,,NN,VAAL,07_05_2021,S22
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S23.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S23.wav,processed,,NN,VAAL,07_05_2021,S23
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S24.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S24.wav,processed,,NN,VAAL,07_05_2021,S24
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S25.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S25.wav,processed,,NN,VAAL,07_05_2021,S25
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S26.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S26.wav,processed,,NN,VAAL,07_05_2021,S26
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S27.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S27.wav,processed,,NN,VAAL,07_05_2021,S27
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S28.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S28.wav,processed,,NN,VAAL,07_05_2021,S28
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S29.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S29.wav,processed,,NN,VAAL,07_05_2021,S29
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S3.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S3.wav,processed,,NN,VAAL,07_05_2021,S3
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S30.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S30.wav,processed,,NN,VAAL,07_05_2021,S30
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S4.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S4.wav,processed,,NN,VAAL,07_05_2021,S4
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S5.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S5.wav,processed,,NN,VAAL,07_05_2021,S5
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S6.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S6.wav,processed,,NN,VAAL,07_05_2021,S6
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S7.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S7.wav,processed,,NN,VAAL,07_05_2021,S7
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S8.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S8.wav,processed,,NN,VAAL,07_05_2021,S8
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S9.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\NN_VAAL_07_05_2021\NN_VAAL_07_05_2021_S9.wav,processed,,NN,VAAL,07_05_2021,S9
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S1.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S1.wav,processed,,RM,VAAL,07_05,S1
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S10.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S10.wav,processed,,RM,VAAL,07_05,S10
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S11.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S11.wav,processed,,RM,VAAL,07_05,S11
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S12.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S12.wav,processed,,RM,VAAL,07_05,S12
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S13.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S13.wav,processed,,RM,VAAL,07_05,S13
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S14.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S14.wav,processed,,RM,VAAL,07_05,S14
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S15.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S15.wav,processed,,RM,VAAL,07_05,S15
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S16.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S16.wav,processed,,RM,VAAL,07_05,S16
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S17.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S17.wav,processed,,RM,VAAL,07_05,S17
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S18.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S18.wav,processed,,RM,VAAL,07_05,S18
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S19.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S19.wav,processed,,RM,VAAL,07_05,S19
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S2.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S2.wav,processed,,RM,VAAL,07_05,S2
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S20.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S20.wav,processed,,RM,VAAL,07_05,S20
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S21.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S21.wav,processed,,RM,VAAL,07_05,S21
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S22.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S22.wav,processed,,RM,VAAL,07_05,S22
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S23.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S23.wav,processed,,RM,VAAL,07_05,S23
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S24.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S24.wav,processed,,RM,VAAL,07_05,S24
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S25.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S25.wav,processed,,RM,VAAL,07_05,S25
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S26.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S26.wav,processed,,RM,VAAL,07_05,S26
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S27.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S27.wav,processed,,RM,VAAL,07_05,S27
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S28.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S28.wav,processed,,RM,VAAL,07_05,S28
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S29.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S29.wav,processed,,RM,VAAL,07_05,S29
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S3.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S3.wav,processed,,RM,VAAL,07_05,S3
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S30.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S30.wav,processed,,RM,VAAL,07_05,S30
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S4.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S4.wav,processed,,RM,VAAL,07_05,S4
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S5.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S5.wav,processed,,RM,VAAL,07_05,S5
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S6.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S6.wav,processed,,RM,VAAL,07_05,S6
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S7.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S7.wav,processed,,RM,VAAL,07_05,S7
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S8.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S8.wav,processed,,RM,VAAL,07_05,S8
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S9.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\RM_VAAL_07_05\RM_VAAL_07_05_S9.wav,processed,,RM,VAAL,07_05,S9
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S1.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S1.wav,processed,,TM,VAAL,07_05_2021,S1
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S10.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S10.wav,processed,,TM,VAAL,07_05_2021,S10
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S11.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S11.wav,processed,,TM,VAAL,07_05_2021,S11
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S12.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S12.wav,processed,,TM,VAAL,07_05_2021,S12
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S13.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S13.wav,processed,,TM,VAAL,07_05_2021,S13
c:\\Users\\mubva\\Downloads\\Nlp\Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S14.wav,Processed Recordings_1c1ebd100cbabdb5d39320b816b39f42\Processed Recordings\Vaal\TM_VAAL_07_05_2021\TM_VAAL_07_05_2021_S14.wav,processed,,TM,VAAL,07_05_2021,S14
